code_5,title_5,desc_5,code_4,title_4,code_3,title_3,code_2,title_2,code_1,title_1
01122,Pertanian Padi Inbrida,"Kelompok ini mencakup usaha pertanian inbrida (bukan hibrida) mulai dari kegiatan pengolahan lahan, penyemaian, penanaman, pemeliharaan, dan juga pemanenan dan pasca panen jika menjadi satu kesatuan kegiatan sampai dengan dihasilkan komoditas gabah kering panen (GKP). Termasuk kegiatan pembibitan dan pembenihan tanaman padi in hibrida. Padi in hibrida adalah padi yang produksi benihnya dilakukan melalui penyerbukan sendiri atau terjadi secara alami. Terdiri dari Padi varietas Unggul Non Hibrida seperti Memberamo, Menkongga, Ciherang, IR-6, Inpari, Inpara, Inpago dan Padi Varietas Lokas yang telah ada dan dibudidayakan secara turun temurun oleh petani. ",0112,Pertanian Padi,011,Pertanian Tanaman Semusim,01,"Pertanian Tanaman, Peternakan, Perburuan dan Kegiatan YBDI",A,"Pertanian, Kehutanan dan Perikanan"
01131,Pertanian Hortikultura Sayuran Daun,"Kelompok ini mencakup usaha pertanian hortikultura dan sayuran daun mulai dari kegiatan pengolahan lahan, penanaman, pemeliharaan, dan juga pemanenan, dan pasca panen jika menjadi satu kesatuan kegiatan tanaman hortikultura sayuran yang dipanen sekali, seperti petsai/sawi, asparagus, kubis/kol, kembang kol dan brokoli, selada dan seledri/chicory, daun bawang, bayam, kangkung, tumbuhan yang bunganya dimakan sebagai sayur dan sayuran daun dan batang lainnya. Bayam dan kangkung yang dipanen dengan akarnya juga dimasukkan dalam kelompok ini. Termasuk kegiatan pembibitan dan pembenihan tanaman hortikultura sayuran daun.",0113,"Pertanian sayuran, buah dan aneka umbi",011,Pertanian Tanaman Semusim,01,"Pertanian Tanaman, Peternakan, Perburuan dan Kegiatan YBDI",A,"Pertanian, Kehutanan dan Perikanan"
01132,Pertanian Hortikultura Buah,"Kelompok ini mencakup usaha pertanian hortikultura buah mulai dari kegiatan pengolahan lahan, penanaman, pemeliharaan, pemanenan dan pasca panen jika menjadi satu kesatuan kegiatan tanaman hortikultura buah, seperti semangka, belewah, melon, timun suri dan sejenisnya. Termasuk kegiatan pembibitan dan pembenihan tanaman hortikultura buah.",0113,"Pertanian sayuran, buah dan aneka umbi",011,Pertanian Tanaman Semusim,01,"Pertanian Tanaman, Peternakan, Perburuan dan Kegiatan YBDI",A,"Pertanian, Kehutanan dan Perikanan"
01133,Pertanian Hortikultura Sayuran Buah,"Kelompok ini mencakup usaha pertanian hortikultura sayuran buah mulai dari kegiatan pengolahan lahan, penanaman, pemeliharaan, juga pemanenan dan pasca panen jika menjadi satu kesatuan kegiatan tanaman hortikultura buah yang dipakai sebagai sayuran (labu), seperti mentimun, terung, tomat, belimbing sayur dan labu sayur (siam), waluh/labu kuning, gambas/oyong dan sejenisnya. Termasuk kegiatan pembibitan dan pembenihan tanaman hortikultura sayuran buah.",0113,"Pertanian sayuran, buah dan aneka umbi",011,Pertanian Tanaman Semusim,01,"Pertanian Tanaman, Peternakan, Perburuan dan Kegiatan YBDI",A,"Pertanian, Kehutanan dan Perikanan"
01134,Pertanian Hortikultura Sayuran Umbi,"Kelompok ini mencakup usaha pertanian hortikultura sayuran umbi mulai dari kegiatan pengolahan lahan, penanaman, pemeliharaan, pemanenan, dan pasca panen jika menjadi satu kesatuan kegiatan tanaman umbi-umbian hortikultura, seperti kentang, kentang manis, wortel, lobak cina, rebung, bawang putih, bawang bombay atau bawang merah, bawang perai dan sayuran alliaceous lainnya. Termasuk kegiatan pembibitan dan pembenihan tanaman hortikultura sayuran umbi.",0113,"Pertanian sayuran, buah dan aneka umbi",011,Pertanian Tanaman Semusim,01,"Pertanian Tanaman, Peternakan, Perburuan dan Kegiatan YBDI",A,"Pertanian, Kehutanan dan Perikanan"
01135,Pertanian Aneka Umbi Palawija,"Kelompok ini mencakup usaha pertanian aneka umbi palawija mulai dari kegiatan pengolahan lahan, penanaman, pemeliharaan, dan juga pemanenan dan pasca panen jika menjadi satu kesatuan kegiatan tanaman aneka umbi palawija, seperti ubi kayu, ubi jalar, talas, ganyong dan irut, gembili dan tanaman palawija, iles-iles, porang dan umbi-umbian palawija lainnya. Termasuk kegiatan pembibitan dan pembenihan tanaman aneka umbi palawija.",0113,"Pertanian sayuran, buah dan aneka umbi",011,Pertanian Tanaman Semusim,01,"Pertanian Tanaman, Peternakan, Perburuan dan Kegiatan YBDI",A,"Pertanian, Kehutanan dan Perikanan"
01136,Pertanian Jamur,"Kelompok ini mencakup usaha pertanian jamur mulai dari kegiatan pengolahan lahan, penanaman, pemeliharaan, juga pemanenan dan pasca panen jika menjadi satu kesatuan kegiatan tanaman jamur dan truffle, seperti jamur merang, jamur tiram, jamur shitake, jamur kuping dan sejenisnya. Termasuk kegiatan pembibitan dan pembenihan tanaman jamur.",0113,"Pertanian sayuran, buah dan aneka umbi",011,Pertanian Tanaman Semusim,01,"Pertanian Tanaman, Peternakan, Perburuan dan Kegiatan YBDI",A,"Pertanian, Kehutanan dan Perikanan"
01137,Pertanian Bit Gula Dan Tanaman Pemanis Bukan Tebu,"Kelompok ini mencakup usaha pertanian mulai dari kegiatan pengolahan lahan, penanaman, pemeliharaan, juga pemanenan dan pasca panen jika menjadi satu kesatuan kegiatan tanaman bit gula dan tanaman pemanis lainnya bukan tebu, seperti stevia dan sorgum manis. Termasuk kegiatan pembibitan dan pembenihan tanaman bit gula dan tanaman pemanis bukan tebu.",0113,"Pertanian sayuran, buah dan aneka umbi",011,Pertanian Tanaman Semusim,01,"Pertanian Tanaman, Peternakan, Perburuan dan Kegiatan YBDI",A,"Pertanian, Kehutanan dan Perikanan"
01139,"Pertanian Sayuran, Buah dan Aneka Umbi Lainnya","Kelompok ini mencakup usaha pertanian mulai dari kegiatan pengolahan lahan, penanaman, pemeliharaan, juga pemanenan dan pasca panen jika menjadi satu kesatuan kegiatan tanaman sayuran, buah dan aneka umbi lainnya yang dipanen lebih dari sekali; dan pertanian sayuran lainnya. Termasuk kegiatan pembibitan dan pembenihan tanaman sayuran lainnya, kecuali bibit tanaman bit. ",0113,"Pertanian sayuran, buah dan aneka umbi",011,Pertanian Tanaman Semusim,01,"Pertanian Tanaman, Peternakan, Perburuan dan Kegiatan YBDI",A,"Pertanian, Kehutanan dan Perikanan"
01140,Perkebunan Tebu,"Kelompok ini mencakup usaha perkebunan mulai dari kegiatan pengolahan lahan, penyemaian, pembibitan, penanaman, pemeliharaan dan pemanenan jika menjadi satu kesatuan kegiatan tanaman tebu. Termasuk kegiatan pembibitan dan pembenihan tebu.",0114,Perkebunan tebu,011,Pertanian Tanaman Semusim,01,"Pertanian Tanaman, Peternakan, Perburuan dan Kegiatan YBDI",A,"Pertanian, Kehutanan dan Perikanan"
01150,Perkebunan Tembakau,"Kelompok ini mencakup usaha perkebunan mulai dari kegiatan pengolahan lahan, penyemaian, pembibitan, penanaman, pemeliharaan dan pemanenan jika menjadi satu kesatuan kegiatan tanaman tembakau. Termasuk kegiatan pembersihan dan perajangan tembakau yang tidak dapat dipisahkan dari kegiatan perkebunannya. Kegiatan pembibitan dan pembenihan tanaman tembakau juga tercakup dalam kelompok ini.",0115,Perkebunan tembakau,011,Pertanian Tanaman Semusim,01,"Pertanian Tanaman, Peternakan, Perburuan dan Kegiatan YBDI",A,"Pertanian, Kehutanan dan Perikanan"
01160,Pertanian Tanaman Berserat,"Kelompok ini mencakup usaha pertanian mulai dari kegiatan pengolahan lahan, penyemaian, pembibitan, penanaman, pemeliharaan, dan pemanenan jika menjadi satu kesatuan kegiatan tanaman  berserat sebagai bahan baku tekstil, seperti kapuk, kapas, rosela, rami, yute, linen, agave, abaca dan kenaf, pertanian sisal dan tanaman bahan baku tekstil lainnya termasuk genus agave dan pertanian tanaman serat lainnya. Termasuk kegiatan pembibitan dan pembenihan tanaman berserat.",0116,Pertanian tanaman berserat,011,Pertanian Tanaman Semusim,01,"Pertanian Tanaman, Peternakan, Perburuan dan Kegiatan YBDI",A,"Pertanian, Kehutanan dan Perikanan"
01191,Pertanian Tanaman Pakan Ternak,"Kelompok ini mencakup bidang usaha produksi  hijauan pakan ternak mulai dari kegiatan penyiapan dan pengolahan lahan, penyemaian, penanaman, pemeliharaan, pemanenan dan pengolahan pasca panen. Meliputi rumput pakan ternak dan leguminosa/kacang-kacangan tanaman pakan ternak seperti Rumput Gajah, Rumput Raja, Rumput Odot, Rumput Setaria, Alfalfa, Kaliandra, Gamal, Lamtoro, Indigofera Zollingeriana dll.",0119,Pertanian tanaman semusim lainnya,011,Pertanian Tanaman Semusim,01,"Pertanian Tanaman, Peternakan, Perburuan dan Kegiatan YBDI",A,"Pertanian, Kehutanan dan Perikanan"
01192,Perbenihan Tanaman Pakan Ternak dan Pembibitan Bit (Bukan Bit Gula),"Kelompok ini mencakup usaha pertanian mulai dari kegiatan penyiapan dan pengolahan lahan, penyemaian, penanaman, pemeliharaan, pemanenan dan pengolahan pascapanen, perbenihan tanaman pakan ternak dan pembibitan bit (bukan bit gula). Perbenihan tanaman pakan ternak meliputi rumput pakan ternak dan leguminosa/kacang-kacangan tanaman pakan ternak seperti Rumput Gajah, Rumput Raja, Rumput Odot, Rumput Setaria, Alfalfa, Kaliandra, Gamal, Lamtoro, Indigofera Zollingeriana dll.",0119,Pertanian tanaman semusim lainnya,011,Pertanian Tanaman Semusim,01,"Pertanian Tanaman, Peternakan, Perburuan dan Kegiatan YBDI",A,"Pertanian, Kehutanan dan Perikanan"
01193,Pertanian Tanaman Bunga,"Kelompok  ini mencakup pertanian tanaman bunga, yang produksinya adalah bunga potong dan kuncup bunga. Tanaman bunga pada kelompok ini misalnya anggrek, anyelir, gerbera/hebras, gladiol, krisan, mawar, melati, sedap malam dan tanaman bunga lainnya. Termasuk tanaman bunga lainnya yang diambil bunganya. Pertanian tanaman bunga yang hasilnya adalah tanaman bunga hidup masuk ke golongan 013.",0119,Pertanian tanaman semusim lainnya,011,Pertanian Tanaman Semusim,01,"Pertanian Tanaman, Peternakan, Perburuan dan Kegiatan YBDI",A,"Pertanian, Kehutanan dan Perikanan"
01194,Pertanian Pembibitan Tanaman Bunga,Kelompok ini mencakup usaha pertanian pembibitan tanaman bunga.,0119,Pertanian tanaman semusim lainnya,011,Pertanian Tanaman Semusim,01,"Pertanian Tanaman, Peternakan, Perburuan dan Kegiatan YBDI",A,"Pertanian, Kehutanan dan Perikanan"
01199,Pertanian tanaman semusim lainnya ytdl,Kelompok ini mencakup pertanian tanaman semusim lainnya yang belum terklasifikasi di tempat lain dan kegiatan pembibitannya.,0119,Pertanian tanaman semusim lainnya,011,Pertanian Tanaman Semusim,01,"Pertanian Tanaman, Peternakan, Perburuan dan Kegiatan YBDI",A,"Pertanian, Kehutanan dan Perikanan"
01210,Pertanian Buah Anggur,"Kelompok ini mencakup usaha pertanian mulai dari kegiatan penyiapan atau pelaksanaan, penanaman, pembibitan, pemeliharaan, pemanenan dan pasca panen buah anggur. Termasuk kegiatan pembibitan dan pembenihan tanaman buah anggur.",0121,Pertanian Buah Anggur,012,Pertanian tanaman tahunan,01,"Pertanian Tanaman, Peternakan, Perburuan dan Kegiatan YBDI",A,"Pertanian, Kehutanan dan Perikanan"
01220,Pertanian Buah-Buahan Tropis dan Subtropis,"Kelompok ini mencakup usaha pertanian mulai dari kegiatan penyiapan/pelaksanaan, penanaman, pembibitan, pemeliharaan, pemanenan dan pasca panen buah-buahan tropis dan subtropis, seperti rambutan, alpukat, durian, duku, pisang dan pisang raja, kurma, buah ara, pepaya, jambu biji, jambu air, lengkeng, nangka, nenas, mangga, manggis, sawo, belimbing, salak, sirsak, buah naga dan sejenisnya. Termasuk kegiatan pembibitan dan pembenihan tanaman buat tropis dan subtropis.",0122,Pertanian Buah-Buahan Tropis dan Subtropis,012,Pertanian tanaman tahunan,01,"Pertanian Tanaman, Peternakan, Perburuan dan Kegiatan YBDI",A,"Pertanian, Kehutanan dan Perikanan"
01230,Pertanian Buah Jeruk,"Kelompok ini mencakup usaha pertanian mulai dari kegiatan penyiapan/pelaksanaan, penanaman, pembibitan, pemeliharaan, pemanenan dan pasca panen buah jeruk besar dan jeruk keprok atau jeruk siam, seperti jeruk bali, jeruk lemon dan limau, jeruk orange, jeruk keprok, jeruk tangerin, jeruk mandarin dan clementine, dan buah jeruk lainnya. Termasuk kegiatan pembibitan dan pembenihan tanaman buah jeruk.",0123,Pertanian Buah Jeruk,012,Pertanian tanaman tahunan,01,"Pertanian Tanaman, Peternakan, Perburuan dan Kegiatan YBDI",A,"Pertanian, Kehutanan dan Perikanan"
01240,Pertanian Buah Apel dan Buah Batu (Pome and Stone Fruits),"Kelompok ini mencakup usaha pertanian mulai dari kegiatan penyiapan/pelaksanaan, penanaman, pembibitan, pemeliharaan, pemanenan dan pasca panen buah apel dan buah batu, seperti apel, aprikot, cherry, peach dan nectarine, pear dan quince, plum dan sloe, markisa, kepel, terong Belanda dan buah delima, dan buah batu lainnya. Termasuk kegiatan pembibitan dan pembenihan tanaman buah apel dan buah batu.",0124,Pertanian Buah Apel dan Buah Batu (Pome and Stone Fruits),012,Pertanian tanaman tahunan,01,"Pertanian Tanaman, Peternakan, Perburuan dan Kegiatan YBDI",A,"Pertanian, Kehutanan dan Perikanan"
01251,Pertanian Buah Beri,"Kelompok ini mencakup usaha pertanian mulai dari kegiatan penyiapan atau pelaksanaan, penanaman, pembibitan, pemeliharaan, pemanenan dan pasca panen buah beri, seperti blueberry, gooseberry, kiwi, raspberry, strawberry dan beri lainnya. Termasuk kegiatan pembibitan dan pembenihan tanaman buah beri.",0125,Pertanian Sayuran dan Buah Semak dan Buah Biji Kacang-Kacangan Lainnya,012,Pertanian tanaman tahunan,01,"Pertanian Tanaman, Peternakan, Perburuan dan Kegiatan YBDI",A,"Pertanian, Kehutanan dan Perikanan"
01252,Pertanian Buah Biji Kacang-Kacangan,"Kelompok ini mencakup usaha pertanian mulai dari kegiatan pengolahan lahan, penyemaian, pembibitan, penanaman, pemeliharaan, dan pemanenan tanaman buah biji kacang-kacangan  yang dapat dimakan, seperti almond, kacang mede, chestnut, kenari, walnut dan kacang-kacangan yang lainnya. Termasuk kegiatan pembibitan dan pembenihan tanaman buah biji kacang-kacangan.",0125,Pertanian Sayuran dan Buah Semak dan Buah Biji Kacang-Kacangan Lainnya,012,Pertanian tanaman tahunan,01,"Pertanian Tanaman, Peternakan, Perburuan dan Kegiatan YBDI",A,"Pertanian, Kehutanan dan Perikanan"
01253,Pertanian Sayuran Tahunan,"Kelompok ini mencakup usaha pertanian mulai dari kegiatan pengolahan lahan, penyemaian, pembibitan, penanaman, pemeliharaan dan pemanenan tanaman sayuran tahunan, seperti kluwih atau timbul, sukun, nangka sayur, petai, jengkol, melinjo dan sejenisnya. Kegiatan pembibitan dan pembenihan tanaman sayuran tahunan.",0125,Pertanian Sayuran dan Buah Semak dan Buah Biji Kacang-Kacangan Lainnya,012,Pertanian tanaman tahunan,01,"Pertanian Tanaman, Peternakan, Perburuan dan Kegiatan YBDI",A,"Pertanian, Kehutanan dan Perikanan"
01259,Pertanian Buah Semak Lainnya,"Kelompok ini mencakup usaha pertanian mulai dari kegiatan pengolahan lahan, penyemaian, pembibitan, penanaman, pemeliharaan dan pemanenan tanaman buah semak lainnya, termasuk locust beans. Termasuk kegiatan pembibitan dan pembenihan tanaman buah semak lainnya.",0125,Pertanian Sayuran dan Buah Semak dan Buah Biji Kacang-Kacangan Lainnya,012,Pertanian tanaman tahunan,01,"Pertanian Tanaman, Peternakan, Perburuan dan Kegiatan YBDI",A,"Pertanian, Kehutanan dan Perikanan"
01261,Perkebunan Buah Kelapa,"Kelompok ini mencakup usaha perkebunan mulai dari kegiatan pengolahan lahan, penyemaian, pembibitan, penanaman, pemeliharaan dan pemanenan buah kelapa. Termasuk kegiatan pembibitan dan pembenihan tanaman buah kelapa.",0126,Perkebunan buah-buahan penghasil minyak (oleaginous),012,Pertanian tanaman tahunan,01,"Pertanian Tanaman, Peternakan, Perburuan dan Kegiatan YBDI",A,"Pertanian, Kehutanan dan Perikanan"
01262,Perkebunan Buah Kelapa Sawit,"Kelompok ini mencakup usaha perkebunan mulai dari kegiatan pengolahan lahan, penyemaian, pembibitan, penanaman, pemeliharaan dan pemanenan buah kelapa sawit. Termasuk kegiatan pembibitan dan pembenihan tanaman buah kelapa sawit.",0126,Perkebunan buah-buahan penghasil minyak (oleaginous),012,Pertanian tanaman tahunan,01,"Pertanian Tanaman, Peternakan, Perburuan dan Kegiatan YBDI",A,"Pertanian, Kehutanan dan Perikanan"
01269,Perkebunan Buah Oleaginous Lainnya,"Kelompok ini mencakup usaha perkebunan mulai dari kegiatan pengolahan lahan, penyemaian, pembibitan, penanaman, pemeliharaan dan pemanenan tanaman buah oleaginous lain, seperti buah zaitun dan lainnya. Termasuk kegiatan pembibitan dan pembenihan tanaman buah oleoginous lainnya.",0126,Perkebunan buah-buahan penghasil minyak (oleaginous),012,Pertanian tanaman tahunan,01,"Pertanian Tanaman, Peternakan, Perburuan dan Kegiatan YBDI",A,"Pertanian, Kehutanan dan Perikanan"
01270,Pertanian Tanaman Untuk Bahan Minuman,"Kelompok ini mencakup usaha pertanian mulai dari kegiatan pengolahan lahan, penyemaian, pembibitan, penanaman, pemeliharaan dan pemanenan tanaman untuk bahan minuman, seperti tanaman kopi, teh, mate dan kakao. Termasuk kegiatan pembibitan dan pembenihan tanaman untuk bahan minuman.",0127,Pertanian Tanaman Untuk Bahan Minuman,012,Pertanian tanaman tahunan,01,"Pertanian Tanaman, Peternakan, Perburuan dan Kegiatan YBDI",A,"Pertanian, Kehutanan dan Perikanan"
01281,Perkebunan Lada,"Kelompok ini mencakup usaha perkebunan mulai dari kegiatan pengolahan lahan, penyemaian, pembibitan, penanaman, pemeliharaan dan pemanenan lada atau merica (piper spp). Termasuk kegiatan pembibitan dan pembenihan tanaman lada.",0128,"Perkebunan tanaman rempah-rempah, aromatik/penyegar, narkotik dan obat",012,Pertanian tanaman tahunan,01,"Pertanian Tanaman, Peternakan, Perburuan dan Kegiatan YBDI",A,"Pertanian, Kehutanan dan Perikanan"
01282,Perkebunan Cengkeh,"Kelompok ini mencakup usaha perkebunan mulai dari kegiatan pengolahan lahan, penyemaian, pembibitan, penanaman, pemeliharaan dan pemanenan cengkeh. Termasuk kegiatan pembibitan dan pembenihan tanaman cengkeh.",0128,"Perkebunan tanaman rempah-rempah, aromatik/penyegar, narkotik dan obat",012,Pertanian tanaman tahunan,01,"Pertanian Tanaman, Peternakan, Perburuan dan Kegiatan YBDI",A,"Pertanian, Kehutanan dan Perikanan"
01283,Pertanian Cabai,"Kelompok ini mencakup usaha pertanian mulai dari kegiatan pengolahan lahan, penyemaian, pembibitan, penanaman, pemeliharaan, pemanenan dan pasca panen sayuran cabai (capsicum spp), seperti cabai besar, cabai rawit dan paprika. Termasuk kegiatan pembibitan dan pembenihan tanaman cabai.",0128,"Perkebunan tanaman rempah-rempah, aromatik/penyegar, narkotik dan obat",012,Pertanian tanaman tahunan,01,"Pertanian Tanaman, Peternakan, Perburuan dan Kegiatan YBDI",A,"Pertanian, Kehutanan dan Perikanan"
01284,Perkebunan Tanaman Aromatik/Penyegar,"Kelompok ini mencakup usaha perkebunan mulai dari kegiatan pengolahan lahan, penyemaian, pembibitan, penanaman, pemeliharaan dan pemanenan tanaman perkebunan minyak atsiri, seperti sereh wangi, nilam, menthol, kenanga, ilang-ilang, gandapura, lawang. Termasuk kegiatan pembibitan dan pembenihan tanaman aromatik/penyegar.",0128,"Perkebunan tanaman rempah-rempah, aromatik/penyegar, narkotik dan obat",012,Pertanian tanaman tahunan,01,"Pertanian Tanaman, Peternakan, Perburuan dan Kegiatan YBDI",A,"Pertanian, Kehutanan dan Perikanan"
01285,Pertanian Tanaman Obat atau Biofarmaka Rimpang,"Kelompok ini mencakup usaha pertanian mulai dari kegiatan pengolahan lahan, penyemaian, pembibitan, penanaman, pemeliharaan, dan pemanenan tanaman obat atau biofarmaka rimpang (termasuk pula tanaman bahan insektisida dan fungisida dan yang sejenis), seperti jahe, kunyit, temulawak, temugiring, temuireng, temukunci, kencur, lengkuas, lempuyang, dlingo dan sejenisnya. Termasuk kegiatan pembibitan dan pembenihan tanaman obat atau biofarmaka rimpang.",0128,"Perkebunan tanaman rempah-rempah, aromatik/penyegar, narkotik dan obat",012,Pertanian tanaman tahunan,01,"Pertanian Tanaman, Peternakan, Perburuan dan Kegiatan YBDI",A,"Pertanian, Kehutanan dan Perikanan"
